id,name,length,owners,suppliers,rfs,rfs_year,is_planned,url,notes,n_landing_points,countries
2africa,2Africa,"45,000 km","Bayobab, China Mobile, Meta, Orange, Telecom Egypt, Vodafone, WIOCC, center3",ASN,2024,2024.0,False,https://www.2africacable.net/,,50,"Angola, Bahrain, Comoros, Congo, Dem. Rep., Congo, Rep., Côte d'Ivoire, Djibouti, Egypt, France, Gabon, Ghana, Greece, India, Iraq, Italy, Kenya, Kuwait, Madagascar, Mozambique, Nigeria, Oman, Pakistan, Portugal, Qatar, Saudi Arabia, Senegal, Seychelles, Somalia, South Africa, Spain, Sudan, Tanzania, United Arab Emirates, United Kingdom"
5-villages-6-islands,5 Villages 6 Islands,355 km,Tokyo Metropolitan Government,NEC,2019,2019.0,False,,,9,Japan
acs-alaska-oregon-network-akorn,ACS Alaska-Oregon Network (AKORN),"3,000 km",Alaska Communications,SubCom,2009 April,2009.0,False,https://www.alaskacommunications.com,,4,United States
adamasia-cable-system-1,Adamasia Cable System 1,"1,015 km",Solomon Island Submarine Cable Company,SubCom,2027 Q4,2027.0,True,,,1,Solomon Islands
aden-djibouti,Aden-Djibouti,269 km,"Djibouti Telecom, Orange, Sparkle, Tata Communications, TeleYemen",ASN,1994,1994.0,False,https://www.teleyemen.com.ye/,,2,"Djibouti, Yemen"
adria-1,Adria-1,440 km,"ALBtelecom, Hrvatski Telekom",ASN,1996 September,1996.0,False,,,3,"Albania, Croatia, Greece"
aec-1,AEC-1,"5,521 km",EXA Infrastructure,SubCom,2016 January,2016.0,False,https://exainfra.net/,,2,"Ireland, United States"
africa-1,Africa-1,"10,000 km","G42, Mobily, Pakistan Telecommunications Company Ltd., TeleYemen, Telecom Egypt, Zain Omantel International, e&",ASN,2027,2027.0,True,,,11,"Algeria, Djibouti, Egypt, France, Kenya, Pakistan, Saudi Arabia, Somalia, United Arab Emirates, Yemen"
africa-coast-to-europe-ace,Africa Coast to Europe (ACE),"17,000 km","Bayobab, Cable Consortium of Liberia, Canalink, Dolphin Telecom, GUILAB, Gambia Submarine Cable Company, International Mauritania Telecom, Orange, Orange Cameroun, Orange Cote d’Ivoire, Orange Mali, Republic of Cameroon, Republic of Equatorial Guinea, Republic of Gabon, Republic of Guinea Bissau, SBIN (Société Béninoise des Infrastructures Numériques du Bénin), STP Cabo, Sierra Leone Cable Company, Sonatel, Zamani Telecom",ASN,2012 December,2012.0,False,,,18,"Benin, Côte d'Ivoire, Equatorial Guinea, France, Gabon, Gambia, Ghana, Guinea, Guinea-Bissau, Liberia, Mauritania, Nigeria, Portugal, Sao Tome and Principe, Senegal, Sierra Leone, South Africa, Spain"
airraq,Airraq,840 km,"Unicom, Inc.",,2025 Q1,2025.0,False,https://www.gci.com/bethel-airraq-network,,5,United States
alaska-united-east-au-east,Alaska United East (AU-East),"3,751 km",GCI Communication Corp,SubCom,1999 February,1999.0,False,https://www.gci.com/,,4,United States
alaska-united-southeast-au-se,Alaska United Southeast (AU-SE),626 km,GCI Communication Corp,SubCom,2008 November,2008.0,False,https://www.gci.com/,,7,United States
alaska-united-turnagain-arm-auta,Alaska United Turnagain Arm (AUTA),53 km,GCI Communication Corp,,2012,2012.0,False,https://www.gci.com/,,2,United States
alaska-united-west-au-west,Alaska United West (AU-West),"2,485 km",GCI Communication Corp,NEC,2004 June,2004.0,False,https://www.gci.com/,,3,United States
alba-1,ALBA-1,"1,860 km","Telecom Venezuela, Transbit",ASN,2012 August,2012.0,False,,,4,"Cuba, Jamaica, Venezuela"
aletar,Aletar,787 km,"Liban Telecom, Syrian Telecommunications Establishment, Telecom Egypt",ASN,1997 April,1997.0,False,,,2,"Egypt, Syria"
almera-melilla-alme,Almería-Melilla (ALME),198 km,Telefonica,Nexans,1990,1990.0,False,https://www.telefonica.com/,,2,Spain
alonso-de-ojeda,Alonso de Ojeda,122 km,"Setar, United Telecommunication Services (UTS)",ASN,1999,1999.0,False,,,2,"Aruba, Curaçao"
alpal-2,Alpal-2,312 km,"Algerie Telecom, Orange, Sparkle, Telxius",Prysmian,2002 July,2002.0,False,,,2,"Algeria, Spain"
america-movil-submarine-cable-system-1-amx-1,America Movil Submarine Cable System-1 (AMX-1),"17,800 km",América Móvil (Claro),ASN,2014,2014.0,False,http://www.americamovil.com,,15,"Brazil, Colombia, Costa Rica, Dominican Republic, Guatemala, Mexico, United States"
american-1,AmeriCan-1,140 km,"Bell Canada, Ledcor Industries Inc., Rogers Communications, Zayo",,1999 December,1999.0,False,,,5,"Canada, United States"
americas-i-north,Americas-I North,"2,012 km",AT&T,SubCom,1994 September,1994.0,False,,,2,United States
americas-ii-west,Americas-II West,217 km,"AT&T, Liberty Networks, Sparkle",SubCom,2000 August,2000.0,False,,,2,"United States, Virgin Islands (U.S.)"
amerigo-vespucci,Amerigo Vespucci,87 km,Antelecom,ASN,1999,1999.0,False,,,2,"Curaçao, Netherlands"
amitie,Amitie,"6,792 km","EXA Infrastructure, Meta, Microsoft, Orange, Vodafone",ASN,2023 July,2023.0,False,,,3,"France, United Kingdom, United States"
andromeda,ANDROMEDA,,"Etisalat Group, Exelera, Grid Telecom",,,,True,,"An integrated terrestrial link is planned to connect the ANDROMEDA landing station in Israel to landing stations at Aqaba and Haql, as well as a dedicated interconnection in Crete to the Apollo East and West systems.",4,"Greece, Israel, Italy, Jordan"
anjana,Anjana,"7,121 km",Meta,NEC,2026,2026.0,True,https://about.meta.com/,,2,"Spain, United States"
antigua-st-kitts,Antigua-St.Kitts,141 km,Liberty Networks,ASN,1995,1995.0,False,https://libertynet.com,,2,"Antigua and Barbuda, Saint Kitts and Nevis"
antillas-1,Antillas 1,601 km,"Altice Dominicana, Antelecom, Claro Dominicana (Codetel), Liberty Networks, Setar",SubCom,1997 June,1997.0,False,,,3,"Dominican Republic, United States"
apcn-2,APCN-2,"19,000 km","AT&T, BT, China Telecom, China Unicom, Chunghwa Telecom, HKBN, KDDI, KT, LG Uplus, NTT, Orange, PCCW, PLDT, Singtel, Singtel Optus, Softbank, Starhub, Tata Communications, Telekom Malaysia, Telstra, Verizon, Vodafone",NEC,2001 December,2001.0,False,,,10,"China, Japan, Malaysia, Philippines, Singapore, South Korea, Taiwan"
apocs-1,APOCS 1,,Bell Canada,,1991,1991.0,False,https://www.bce.ca/,,2,Canada
apocs-2,APOCS 2,,Bell Canada,,1995,1995.0,False,https://www.bce.ca/,,4,Canada
apollo,Apollo,"13,000 km",Vodafone,ASN,2003 February,2003.0,False,https://www.vodafone.com/business/solutions/by-business-type/carrier-and-infrastructure-provider/submarine-and-terrestrial-cables/apollo,,4,"France, United Kingdom, United States"
apollo-east-and-west,Apollo East and West,670 km,Grid Telecom,,2025 May,2025.0,False,https://www.grid-telecom.com/,"Apollo East and West are fiber optic cables in parallel (but not attached) to power cables. Each leg is 335 km in length, for a total of 670 km. The cables extend terrestrially to Athens and Pachi in Greece.",2,Greece
apricot,Apricot,"11,972 km","Chunghwa Telecom, Google, Meta, NTT, PLDT",SubCom,2025 Q4,2025.0,False,,,8,"Guam, Indonesia, Japan, Philippines, Singapore, Taiwan"
apx-east,APX East,"13,000 km",SUBCO,,2028 Q4,2028.0,True,http://www.subpartners.net,,4,"Australia, Fiji, United States"
aqualink,Aqualink,,One NZ,,2001 December,2001.0,False,,,11,New Zealand
arcos,ARCOS,"8,704 km","AT&T, Alestra, Bahamas Telecommunications Company, Belize Telemedia, CANTV, Claro Dominicana (Codetel), Enitel, Hondutel, ICE (Kolbi), Internexa, Liberty Networks, Orbinet Overseas, RACSA, Telecomunicaciones Ultramarinas de Puerto Rico, Telepuerto San Isidro, Tigo Colombia, Tricom USA, United Telecommunication Services (UTS), Verizon","Prysmian, SubCom",2001 December,2001.0,False,https://libertynet.com,,24,"Bahamas, Belize, Colombia, Costa Rica, Curaçao, Dominican Republic, Guatemala, Honduras, Mexico, Nicaragua, Panama, Turks and Caicos Islands, United States, Venezuela"
arctic-way,Arctic Way,"2,568 km",Space Norway,SubCom,2028 Q2,2028.0,True,https://spacenorway.com/,,4,Norway
arimao,ARIMAO,"2,470 km","Empresa de Telecomunicaciones de Cuba, Orange",,2023,2023.0,False,,,2,"Cuba, Martinique"
arsat-submarine-fiber-optic-cable,ARSAT Submarine Fiber Optic Cable,40 km,ARSAT,,2012 Q2,2012.0,False,http://www.arsat.com.ar/,,2,Argentina
asia-africa-europe-1-aae-1,Asia Africa Europe-1 (AAE-1),"25,000 km","China Unicom, Djibouti Telecom, Hyalroute, Metfone, Mobily, National Telecom, OTEGLOBE, Ooredoo, PCCW, Pakistan Telecommunications Company Ltd., Reliance Jio Infocomm, Retelit, TIME dotCom, TeleYemen, Telecom Egypt, VNPT International, Viettel Corporation, Zain Omantel International, e&","NEC, SubCom",2017 June,2017.0,False,http://www.aaeone.com,,20,"Cambodia, China, Djibouti, Egypt, France, Greece, India, Italy, Malaysia, Myanmar, Oman, Pakistan, Qatar, Saudi Arabia, Thailand, United Arab Emirates, Vietnam, Yemen"
asia-america-gateway-aag-cable-system,Asia-America Gateway (AAG) Cable System,"20,000 km","AT&T, BT, Bharti Airtel, Eastern Telecom, Ezecom, Globe Telecom, Indosat Ooredoo, National Telecom, PLDT, Saigon Postel Corporation, Spark New Zealand, Starhub, Telekom Malaysia, Telkom Indonesia, Telstra, Unified National Networks (UNN), VNPT International, Viettel Corporation","ASN, NEC",2009 November,2009.0,False,https://asia-america-gateway.com/,,10,"Brunei, China, Guam, Malaysia, Philippines, Singapore, Thailand, United States, Vietnam"
asia-connect-cable-1-acc-1,Asia Connect Cable-1 (ACC-1),"19,000 km",Inligo Networks,,2028,2028.0,True,http://www.inligonetworks.com/,,10,"Australia, Guam, Indonesia, Philippines, Singapore, Timor-Leste, United States"
asia-direct-cable-adc,Asia Direct Cable (ADC),"9,988 km","China Telecom, China Unicom, National Telecom, PLDT, Singtel, Softbank, Tata Communications, Viettel Corporation",NEC,2024 December,2024.0,False,,,7,"China, Japan, Philippines, Singapore, Thailand, Vietnam"
asia-link-cable-alc,Asia Link Cable (ALC),"7,200 km","China Telecom, China Unicom, DITO Telecommunity, FPT Telecom, Globe Telecom, Matrix NAP Info, Singtel, TIME dotCom, Telekom Malaysia, Unified National Networks (UNN), VNPT, Viettel Corporation",HMN Tech,2027 Q1,2027.0,True,,,8,"Brunei, China, Malaysia, Philippines, Singapore, Vietnam"
asia-pacific-gateway-apg,Asia Pacific Gateway (APG),"10,400 km","China Mobile, China Telecom, China Unicom, Chunghwa Telecom, KT, LG Uplus, Meta, NTT, National Telecom, Starhub, TIME dotCom, VNPT International, Viettel Corporation",NEC,2016 November,2016.0,False,,,11,"China, Japan, Malaysia, Singapore, South Korea, Taiwan, Thailand, Vietnam"
asia-submarine-cable-express-asecahaya-malaysia,Asia Submarine-cable Express (ASE)/Cahaya Malaysia,"8,148 km","NTT, PLDT, Starhub, Telekom Malaysia",NEC,2012 August,2012.0,False,,"Telekom Malaysia owns two fiber pairs, which it refers to as the Cahaya Malaysia system. NTT, PLDT, and Starhub jointly own the other four fiber pairs.",6,"China, Japan, Malaysia, Philippines, Singapore"
asia-united-gateway-east-aug-east,Asia United Gateway East (AUG East),"8,900 km","Amazon Web Services, Arteria, Chunghwa Telecom, Dreamline, Globe Telecom, Microsoft, Singtel, Telekom Malaysia, Unified National Networks (UNN)",NEC,2029 Q4,2029.0,True,,,9,"Brunei, Indonesia, Japan, Malaysia, Philippines, Singapore, South Korea, Taiwan"
atisa,Atisa,279 km,Docomo Pacific,NEC,2017 June,2017.0,False,http://atisa.docomopacific.com,,4,"Guam, Northern Mariana Islands"
atlantic-crossing-1-ac-1,Atlantic Crossing-1 (AC-1),"14,301 km",Colt,SubCom,1998 May,1998.0,False,,,4,"Germany, Netherlands, United Kingdom, United States"
atlas-offshore,Atlas Offshore,"1,634 km",Maroc Telecom,ASN,2007 July,2007.0,False,https://www.iam.ma,,2,"France, Morocco"
au-aleutian,AU-Aleutian,"1,491 km",GCI Communication Corp,,2022 December,2022.0,False,https://www.gci.com/,,14,United States
aurora,Aurora,500 km,GlobalConnect,Hexatronic,2024 Q1,2024.0,False,https://www.globalconnectcarrier.com/,,12,"Denmark, Germany, Sweden"
australia-japan-cable-ajc,Australia-Japan Cable (AJC),"12,700 km","AT&T, NTT, Softbank, Telstra, Verizon",SubCom,2001 December,2001.0,False,https://ajcable.com/,,6,"Australia, Guam, Japan"
australia-singapore-cable-asc,Australia-Singapore Cable (ASC),"4,600 km",Vocus Communications,ASN,2018 September,2018.0,False,https://www.australiasingaporecable.com,,4,"Australia, Christmas Island, Indonesia, Singapore"
avassa,Avassa,260 km,"Comores Telecom, STOI",HMN Tech,2016 November,2016.0,False,,,4,"Comoros, Mayotte"
awashima-murakami,Awashima-Murakami,66 km,Awashimaura Village,,2022,2022.0,False,,,2,Japan
azores-fiber-optic-system-afos,Azores Fiber Optic System (AFOS),"1,100 km",Altice Portugal,Norddeutsche Seekabelwerke GmbH (NSW),1998 July,1998.0,False,,,7,Portugal
bahamas-2,Bahamas 2,476 km,Bermuda Telephone Company (BTC),SubCom,1997 June,1997.0,False,,,3,"Bahamas, United States"
bahamas-domestic-submarine-network-bdsni,Bahamas Domestic Submarine Network (BDSNi),"2,735 km",Bahamas Telecommunications Company,SubCom,2006,2006.0,False,http://www.btcbahamas.com,,15,"Bahamas, Haiti"
bahamas-internet-cable-system-bics,Bahamas Internet Cable System (BICS),"1,100 km",Caribbean Crossings,,2001 July,2001.0,False,https://www.rev.bs/business-solutions/,,7,"Bahamas, United States"
balalink,Balalink,274 km,IslaLink,,2001 October,2001.0,False,http://www.islalink.es,,2,Spain
balok,BALOK,60 km,XLSmart,,2016 February,2016.0,False,,,2,Indonesia
baltic-sea-submarine-cable,Baltic Sea Submarine Cable,"1,042 km",CITIC Telecom International,ASN,2000,2000.0,False,https://www.citictel.com/,,3,"Estonia, Finland, Sweden"
baltica,Baltica,437 km,"Arelion, Orange Polska, Slovak Telekom, TDC Group, Telenor, Ukrtelecom",,1997 March,1997.0,False,,,4,"Denmark, Poland, Sweden"
bangladesh-private-cable-system-bpcs,Bangladesh Private Cable System (BPCS),"1,300 km","CdNet Communications, Metacore Subcom, Summit Communications",,2026,2026.0,True,,The Bangladesh Private Cable System (BPCS) will link Bangladesh to a branching unit on the UMO cable.,1,Bangladesh
barat-timur-indonesia-1-bti-1,Barat Timur Indonesia-1 (BTI-1),"4,500 km",Super Sistem (PT Super Sistem Data),,2028 Q1,2028.0,True,,,6,Indonesia
barat-timur-indonesia-2-bti-2,Barat Timur Indonesia-2 (BTI-2),"11,600 km",Super Sistem (PT Super Sistem Data),,,,True,,,10,Indonesia
barracuda,Barracuda,"1,050 km",Valencia Digital Port Connect,,2028 Q2,2028.0,True,https://valenciadigitalport.com/barracuda-infrastructure/,,2,"Italy, Spain"
bass-strait-1,Bass Strait-1,241 km,Telstra,ASN,1995,1995.0,False,,,2,Australia
bass-strait-2,Bass Strait-2,239 km,Telstra,ASN,2003,2003.0,False,,,2,Australia
basslink,Basslink,298 km,Basslink Telecoms,,2005 November,2005.0,False,,,2,Australia
batam-dumai-melaka-bdm,Batam Dumai Melaka (BDM),353 km,"Moratelindo, Telekom Malaysia",HMN Tech,2009 November,2009.0,False,http://www.moratelindo.co.id,,3,"Indonesia, Malaysia"
batam-rengit-cable-system-brcs,Batam-Rengit Cable System (BRCS),64 km,XLSmart,,2007 October,2007.0,False,https://www.xl.co.id/,,2,"Indonesia, Malaysia"
batam-sarawak-internet-cable-system-basics,Batam Sarawak Internet Cable System (BaSICS),762 km,Irix Sdn Bhd,,2021 Q1,2021.0,False,https://www.irix.my/,,2,"Indonesia, Malaysia"
batam-singapore-cable-system-bscs,Batam Singapore Cable System (BSCS),73 km,Telkom Indonesia,NEC,2009,2009.0,False,,,2,"Indonesia, Singapore"
bay-of-bengal-gateway-bbg,Bay of Bengal Gateway (BBG),"8,100 km","AT&T, China Telecom, Dialog Axiata, Reliance Jio Infocomm, Telekom Malaysia, Telstra, Vodafone, Zain Omantel International, e&",ASN,2016 Q1,2016.0,False,https://www.bayofbengalgateway.com,,6,"India, Malaysia, Oman, Sri Lanka, United Arab Emirates"
bcs-east,BCS East,97 km,Arelion,Ericsson,1995,1995.0,False,,,2,"Latvia, Lithuania"
bcs-east-west-interlink,BCS East-West Interlink,218 km,Arelion,Ericsson,1997 November,1997.0,False,,,2,"Lithuania, Sweden"
bcs-north---phase-1,BCS North - Phase 1,513 km,Arelion,Ericsson,1998,1998.0,False,,,5,"Finland, Sweden"
bcs-north---phase-2,BCS North - Phase 2,280 km,Arelion,Ericsson,2000,2000.0,False,,,3,"Finland, Russia"
beaufort,Beaufort,158 km,"Amazon Web Services, Microsoft, Vodafone",,2027,2027.0,True,,,2,"Ireland, United Kingdom"
berytar,BERYTAR,134 km,"Lebanese Ministry of Telecommunications, Syrian Telecommunications Establishment",ASN,1997 April,1997.0,False,,,4,"Lebanon, Syria"
besut-perhentian-islands,Besut-Perhentian Islands,21 km,Telekom Malaysia,,2019,2019.0,False,,,3,Malaysia
bharat-lanka-cable-system,Bharat Lanka Cable System,325 km,"Bharat Sanchar Nigam Ltd. (BSNL), Sri Lanka Telecom",NEC,2006 June,2006.0,False,,,2,"India, Sri Lanka"
bicentenario,Bicentenario,250 km,"Antel Uruguay, Telecom Argentina",ASN,2011 December,2011.0,False,,,2,"Argentina, Uruguay"
bifrost,Bifrost,"19,888 km","Keppel T&T, Meta, Telin",ASN,2025 December,2025.0,False,,,8,"Guam, Indonesia, Mexico, Philippines, Singapore, United States"
biznet-nusantara-cable-system-1-bncs-1,Biznet Nusantara Cable System-1 (BNCS-1),105 km,Biznet,CCSI,2024 Q1,2024.0,False,https://www.biznetnetworks.com/,,4,Indonesia
blue,Blue,"5,055 km","Google, Sparkle, Zain Omantel International",ASN,2023,2023.0,False,,,10,"Cyprus, France, Greece, Israel, Italy, Jordan"
bodo-rost-cable,Bodo-Rost Cable,109 km,Telenor,Nexans,2016,2016.0,False,,,2,Norway
boracay-palawan-submarine-cable-system-bpscs,Boracay-Palawan Submarine Cable System (BPSCS),332 km,Globe Telecom,HMN Tech,2013 June,2013.0,False,,,5,Philippines
bosun,Bosun,,Google,SubCom,2029,2029.0,True,https://cloud.google.com,,2,"Australia, Christmas Island"
botnia,Botnia,93 km,Arelion,ASN,1994,1994.0,False,,,2,"Finland, Sweden"
brazilian-festoon,Brazilian Festoon,"2,552 km",Embratel,,1996,1996.0,False,http://www.embratel.com.br,,14,Brazil
brusa,BRUSA,"11,000 km",Telxius,ASN,2018 August,2018.0,False,http://www.telxius.com,,4,"Brazil, United States"
bt-highlands-and-islands-submarine-cable-system,BT Highlands and Islands Submarine Cable System,402 km,BT,,2014 December,2014.0,False,,,40,United Kingdom
bt-mt-1,BT-MT-1,80 km,"BT, Manx Telecom",,1990,1990.0,False,,,2,"Isle of Man, United Kingdom"
bugio,BUGIO,73 km,Altice Portugal,,1996 July,1996.0,False,,,2,Portugal
bulikula,Bulikula,"21,600 km",Google,SubCom,2026,2026.0,True,https://cloud.google.com,,7,"Fiji, French Polynesia, Guam, Northern Mariana Islands, United States"
c-lion1,C-Lion1,"1,172 km",Cinia Oy,ASN,2016 March,2016.0,False,https://www.cinia.fi/en/,,3,"Finland, Germany"
cabo-verde-telecom-domestic-submarine-cable-phase-1,Cabo Verde Telecom Domestic Submarine Cable Phase 1,,Cabo Verde Telecom (CVT),,1997,1997.0,False,https://www.cvtelecom.cv,,5,Cape Verde
cabo-verde-telecom-domestic-submarine-cable-phase-2,Cabo Verde Telecom Domestic Submarine Cable Phase 2,,Cabo Verde Telecom (CVT),,2002,2002.0,False,https://www.cvtelecom.cv,,3,Cape Verde
cabo-verde-telecom-domestic-submarine-cable-phase-3,Cabo Verde Telecom Domestic Submarine Cable Phase 3,,Cabo Verde Telecom (CVT),,2011,2011.0,False,https://www.cvtelecom.cv,,8,Cape Verde
cadmos,CADMOS,230 km,"A1 Telekom Austria, AT&T, Cyta, Deutsche Telekom, Lebanese Ministry of Telecommunications, Orange, Sparkle, Syrian Telecommunications Establishment, Tata Communications",SubCom,1995 September,1995.0,False,,,3,"Cyprus, Lebanon"
cadmos-2,CADMOS-2,250 km,"Cyta, Lebanese Ministry of Telecommunications",,2026,2026.0,True,,,2,"Cyprus, Lebanon"
calvi-st-florent,Calvi-St. Florent,64 km,Orange,ASN,1997,1997.0,False,,,2,France
cam-ring,CAM Ring,"1,120 km",Altice Portugal,ASN,2003,2003.0,False,,,3,Portugal
canalink,Canalink,"1,835 km",IT3,ASN,2011,2011.0,False,http://www.canalink.tel/,,8,"Morocco, Spain"
candalta,CANDALTA,110 km,Telefonica,,1999,1999.0,False,,,2,Spain
candle,Candle,"8,000 km","IPS, Inc., Meta, Softbank, Telekom Malaysia, XLSmart",NEC,2028,2028.0,True,,,7,"Indonesia, Japan, Malaysia, Philippines, Singapore, Taiwan"
cantat-3,CANTAT-3,270 km,Shefa,ASN,1994 November,1994.0,False,http://www.shefa.fo,,4,Denmark
caribbean-bermuda-u-s-cbus,Caribbean-Bermuda U.S. (CBUS),"1,700 km","Liberty Networks, Orange",Xtera,2009 October,2009.0,False,,,2,"Bermuda, Virgin Islands (U.K.)"
caribbean-regional-communications-infrastructure-program-carcip,Caribbean Regional Communications Infrastructure Program (CARCIP),225 km,Digicel,,2019 June,2019.0,False,https://www.digicelgroup.com,,9,"Grenada, Saint Vincent and the Grenadines"
carnival-submarine-network-1-csn-1,Carnival Submarine Network-1 (CSN-1),"4,670 km",Telconet,ASN,2026 Q4,2026.0,True,https://www.telconet.net/,,6,"Colombia, Ecuador, Mexico, Panama, United States"
cat-submarine-network-csn,CAT Submarine Network (CSN),"1,240 km",National Telecom,,2013 Q1,2013.0,False,,,2,Thailand
caucasus-cable-system,Caucasus Cable System,"1,200 km",Caucasus Online,SubCom,2008 November,2008.0,False,http://www.co.ge/en/,,2,"Bulgaria, Georgia"
cayman-jamaica-fiber-system-cjfs,Cayman-Jamaica Fiber System (CJFS),"1,197 km","CW Cayman, CW Jamaica",ASN,1997 June,1997.0,False,,,6,"Cayman Islands, Jamaica"
ceiba-1,Ceiba-1,287 km,GITGE (Gestor de Infraestructuras de Telecomunicaciones de Guinea Ecuatorial),,2011 June,2011.0,False,http://www.gitge.com,,2,Equatorial Guinea
ceiba-2,Ceiba-2,290 km,GITGE (Gestor de Infraestructuras de Telecomunicaciones de Guinea Ecuatorial),HMN Tech,2017,2017.0,False,http://www.gitge.com,,3,"Cameroon, Equatorial Guinea"
celia,CELIA,"3,700 km","APUA, Orange, Setar, Telxius",ASN,2027 Q3,2027.0,True,,,7,"Antigua and Barbuda, Aruba, Bonaire, Sint Eustatius and Saba, Curaçao, Martinique, United States"
celtixconnect-1-cc-1,CeltixConnect-1 (CC-1),131 km,EXA Infrastructure,ASN,2012 January,2012.0,False,https://exainfra.net/,,2,"Ireland, United Kingdom"
challenger-one-bermuda,Challenger One Bermuda,,ATN International,ASN,2024 February,2024.0,False,,,1,Bermuda
channel-islands-9-liberty-submarine-cable,Channel Islands-9 Liberty Submarine Cable,,JTGlobal,,2008 June,2008.0,False,,,2,"Guernsey, United Kingdom"
chennai-andaman-nicobar-islands-cable-cani,Chennai-Andaman & Nicobar Islands Cable (CANI),"2,300 km",Bharat Sanchar Nigam Ltd. (BSNL),NEC,2020 August,2020.0,False,http://www.bsnl.co.in,,9,India
chi,CHI,"3,932 km","Hawaiian Telcom, Verizon","ASN, Fujitsu",2001,2001.0,False,,CHI is the only remaining operational segment of the Japan-U.S. (JUS) Cable Network that was retired in July 2023.,2,United States
chuuk-pohnpei-cable,Chuuk-Pohnpei Cable,"1,200 km",Federated States of Micronesia Telecommunications Cable Corporation (FSMTCC),NEC,2019 May,2019.0,False,https://fsmcable.com/chuuk,,2,Micronesia
circe-north,Circe North,203 km,"Zayo, euNetworks",ASN,1999 February,1999.0,False,,,2,"Netherlands, United Kingdom"
circe-south,Circe South,115 km,"Zayo, euNetworks",ASN,1999 February,1999.0,False,,,2,"France, United Kingdom"
cobracable,COBRAcable,304 km,Relined,,2019 November,2019.0,False,https://www.tennet.eu/our-projects/international-connections,The COBRAcable is a power cable that also contains a fiber-optic cable with 48 fiber pairs.,2,"Denmark, Netherlands"
cogim,COGIM,438 km,Télébec,,2005,2005.0,False,,,2,Canada
colombia-florida-express-cfx-1,Colombia-Florida Express (CFX-1),"2,438 km",Liberty Networks,SubCom,2008 August,2008.0,False,https://libertynet.com/contact,,4,"Colombia, Jamaica, United States"
colombian-festoon,Colombian Festoon,400 km,,,1997,1997.0,False,,,5,Colombia
columbus-ii-b,Columbus-II b,"2,068 km","AT&T, Setar",SubCom,1994 December,1994.0,False,,,2,United States
columbus-iii-azores-portugal,Columbus-III Azores-Portugal,,Altice Portugal,,1999 December,1999.0,False,https://altice.net/altice-international,,2,Portugal
comoros-domestic-cable-system,Comoros Domestic Cable System,,Comores Telecom,ASN,2010,2010.0,False,,,3,Comoros
concerto,Concerto,550 km,EXA Infrastructure,ASN,1999,1999.0,False,https://exainfra.net/,,2,"Netherlands, United Kingdom"
confluence-1,Confluence-1,"2,571 km",Confluence Networks,SubCom,2028,2028.0,True,https://confluencenetworks.net,,5,United States
connected-coast,Connected Coast,,Connected Coast Network Partnership,,2024,2024.0,False,https://connectedcoast.ca/,,108,Canada
continente-madeira,Continente-Madeira,"1,179 km",Altice Portugal,,2000 February,2000.0,False,https://altice.net/altice-international,,2,Portugal
converge-domestic-submarine-cable-network-cdscn,Converge Domestic Submarine Cable Network (CDSCN),"1,300 km",Converge ICT,HMN Tech,2021 Q4,2021.0,False,https://www.convergeict.com,,22,Philippines
cook-strait,Cook Strait,40 km,Transpower NZ,,2020,2020.0,False,https://www.transpower.co.nz/,,2,New Zealand
coral-bridge,Coral Bridge,,"NaiTel, Telecom Egypt",,2025 August,2025.0,False,,,2,"Egypt, Jordan"
coral-sea-cable-system-cs,Coral Sea Cable System (CS²),"4,700 km","PNG DataCo Limited, Solomon Island Submarine Cable Company",ASN,2020 February,2020.0,False,https://coralseacablecompany.com/,,6,"Australia, Papua New Guinea, Solomon Islands"
corse-continent-4-cc4,Corse-Continent 4 (CC4),190 km,Orange,ASN,1992,1992.0,False,,,2,France
corse-continent-5-cc5,Corse-Continent 5 (CC5),299 km,Orange,ASN,1995,1995.0,False,,,2,France
cowes-fawley-2,Cowes-Fawley 2,,BT,,2018,2018.0,False,,,2,United Kingdom
cross-sound-cable,Cross Sound Cable,40 km,Cross Sound Cable Company,Ericsson,2003,2003.0,False,https://www.crosssoundcable.com/dark-fiber-optics/,,2,United States
cross-straits-cable-network-cscn,Cross-Straits Cable Network (CSCN),21 km,"China Mobile, China Telecom, China Unicom, Chunghwa Telecom",,2012 August,2012.0,False,,,4,"China, Taiwan"
crosschannel-fibre,CrossChannel Fibre,149 km,Crosslake Fibre,Hexatronic,2021 December,2021.0,False,http://www.crosslakefibre.ca,,2,"France, United Kingdom"
crosslake-fibre,Crosslake Fibre,59 km,Crosslake Fibre,Hexatronic,2019 October,2019.0,False,http://www.crosslakefibre.ca,,2,"Canada, United States"
curie,Curie,"10,476 km",Google,SubCom,2020 Q2,2020.0,False,https://cloud.google.com,,3,"Chile, Panama, United States"
cyclades-a,Cyclades A,222 km,Grid Telecom,"Hellenic Cables, Prysmian",2018,2018.0,False,,,5,Greece
cyclades-b,Cyclades B,52 km,Grid Telecom,Hellenic Cables,2020,2020.0,False,,,3,Greece
daito-loop,Daito Loop,18 km,Okinawa Prefecture,,2025,2025.0,False,,,2,Japan
dalian-yantai-cable,Dalian-Yantai Cable,146 km,China Telecom,ASN,1998 March,1998.0,False,,,2,China
damai-cable-system,DAMAI Cable System,575 km,Triasmitra,,2019 July,2019.0,False,http://www.triasmitra.com/,,3,Indonesia
